Iteration,MaxEsReturn,Epoch,AveragePolicySurr,AverageReturn,AverageQ,MinReturn,AverageAbsQ,AverageAbsY,MinEsReturn,StdReturn,AverageQLoss,AverageY,QFunRegParamNorm,StdEsReturn,AverageAbsQYDiff,AverageEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageDiscountedReturn
819,50388.2366601,819,-7077.89,112638.021039,7071.98,69631.4158032,7071.98,7072.50830771,50388.2366601,14337.5152301,102164.0,7072.50830771,672.187,0.0,113.390869608,50388.2366601,117845.765526,16.9466,1.0,8267.07948952
820,58029.0703533,820,-7084.76,98341.8975623,7078.92,69679.3418246,7078.92,7078.96866522,58029.0703533,17704.3995383,105951.0,7078.96866522,672.621,0.0,113.949968149,58029.0703533,117536.204062,16.9466,1.0,7665.6346026
821,62774.2107795,821,-7119.83,98427.6400381,7113.51,69621.2239162,7113.51,7114.10194894,62774.2107795,20609.3919999,103191.0,7114.10194894,673.175,0.0,114.297313832,62774.2107795,117614.380281,16.9466,1.0,7667.16621495
822,71432.5771797,822,-7075.46,105603.981759,7069.31,70232.606609,7069.31,7069.71269599,71432.5771797,18655.9969054,93604.8,7069.71269599,673.632,0.0,111.463114455,71432.5771797,117673.84546,16.9466,1.0,7989.18192975
823,52809.0607053,823,-7087.97,100766.13117,7082.17,69551.1866552,7082.17,7082.43862996,52809.0607053,18706.9592885,93871.5,7082.43862996,674.082,0.0,109.854934465,52809.0607053,117766.232561,16.9466,1.0,7770.561822
824,70631.1712633,824,-7059.29,86688.5023241,7053.42,69463.8222252,7053.42,7053.91488933,70631.1712633,21195.1959507,114361.0,7053.91488933,674.605,0.0,114.149287117,70631.1712633,117911.676747,16.9466,1.0,7156.06995952
825,29922.3900688,825,-7077.92,98465.6639989,7071.86,69868.9667566,7071.86,7072.12612275,29922.3900688,17736.6607809,107408.0,7072.12612275,675.102,0.0,114.614705213,29922.3900688,117681.209788,16.9466,1.0,7703.14074908
826,51685.4012179,826,-7082.69,86347.9434704,7076.56,69229.6724906,7076.63,7076.94837263,51685.4012179,21361.9964496,101760.0,7076.94837263,675.672,0.0,111.714415863,51685.4012179,117246.315589,16.9466,1.0,7032.23655647
827,52906.3781427,827,-7061.26,100886.141099,7055.45,70270.4034081,7055.45,7055.8097267,52906.3781427,18224.1120133,103771.0,7055.8097267,676.03,0.0,110.570230223,52906.3781427,117618.377918,16.9466,1.0,7802.59363683
828,51857.6624522,828,-7080.67,96048.6746919,7074.29,69642.442794,7074.29,7074.43156551,51857.6624522,19418.0274938,84293.2,7074.43156551,676.465,0.0,110.873247545,51857.6624522,117488.453024,16.9466,1.0,7547.97770837
829,69900.4011986,829,-7057.78,93760.9514109,7051.74,69650.4959232,7051.74,7052.18965351,69900.4011986,15149.8175617,99438.4,7052.18965351,676.949,0.0,111.734634649,69900.4011986,117840.651054,16.9466,1.0,7510.66366107
830,84029.1743591,830,-7089.5,98499.3265478,7083.21,70041.8497313,7083.21,7083.61723453,84029.1743591,17671.1068203,97479.4,7083.61723453,677.475,0.0,110.922096568,84029.1743591,117688.128895,16.9466,1.0,7710.05409749
831,100971.904875,831,-7083.76,93545.6153673,7077.52,69474.4245003,7077.52,7077.82932033,100971.904875,18456.9948441,91965.2,7077.82932033,677.952,0.0,112.208963615,100971.904875,117805.659023,16.9466,1.0,7435.20219729
832,56476.1173024,832,-7066.8,108182.078571,7060.61,70457.0469764,7060.61,7061.01223349,56476.1173024,18664.1466647,83656.4,7061.01223349,678.41,0.0,108.981873874,56476.1173024,117878.532258,16.9466,1.0,8160.04833571
833,65938.3836497,833,-7045.22,91562.0264603,7039.09,69466.6910614,7039.09,7039.29674289,65938.3836497,22365.1090504,100769.0,7039.29674289,678.996,0.0,112.192463705,65938.3836497,117734.511022,16.9466,1.0,7400.53864174
834,108850.635352,834,-7075.85,84871.8784399,7069.43,51782.6511835,7069.43,7070.05316456,108850.635352,17799.362327,132625.0,7070.05316456,679.502,0.0,119.588770867,108850.635352,117198.10412,16.9466,1.0,7109.66390857
835,100039.574888,835,-7076.39,91690.713986,7070.52,69978.8092496,7070.52,7070.51448121,100039.574888,19446.6644957,103459.0,7070.51448121,679.963,0.0,110.922845068,100039.574888,117672.985352,16.9466,1.0,7457.15451782
836,56593.5682507,836,-7096.95,83540.4159709,7090.67,65160.4602264,7090.67,7091.53741294,56593.5682507,22292.7965126,115342.0,7091.53741294,680.452,0.0,113.986583494,56593.5682507,117735.280001,16.9466,1.0,6861.68533336
837,68808.6210523,837,-7093.93,89752.0075126,7087.69,55325.6182278,7087.69,7087.94740628,68808.6210523,21628.0079935,101529.0,7087.94740628,680.892,0.0,108.006709572,68808.6210523,117834.679991,16.9466,1.0,7240.31563147
838,94045.7044895,838,-7072.35,100893.302747,7066.09,70061.1823333,7066.09,7066.40873747,94045.7044895,18532.6006593,113791.0,7066.40873747,681.331,0.0,113.092181426,94045.7044895,117807.443206,16.9466,1.0,7827.45387957
839,75040.6432776,839,-7079.35,91299.389072,7073.14,69380.0363257,7073.14,7073.34196612,75040.6432776,19695.4105677,90056.2,7073.34196612,681.904,0.0,108.679429048,75040.6432776,117414.046818,16.9466,1.0,7337.71224215
840,53123.1329792,840,-7079.67,84183.1754672,7073.75,69499.9646943,7073.75,7073.87172021,53123.1329792,21785.2204057,109156.0,7073.87172021,682.444,0.0,114.829778237,53123.1329792,117731.167649,16.9466,1.0,7003.30353285
841,70377.7966485,841,-7096.07,82148.1474114,7089.78,69388.7163758,7089.78,7090.31715027,70377.7966485,18864.8574525,100558.0,7090.27039665,682.91,0.0,115.113250946,70377.7966485,117229.125474,16.9466,1.0,7000.85199898
842,53352.3371665,842,-7084.08,85861.3076227,7078.04,65461.5979887,7078.04,7078.51722652,53352.3371665,15848.711515,82410.8,7078.51722652,683.319,0.0,107.936803596,53352.3371665,117002.486248,16.9466,1.0,6992.46112982
843,53775.7386952,843,-7073.61,89175.9510283,7068.02,69502.4157008,7068.09,7068.19124272,53775.7386952,20437.5791318,130223.0,7068.19124272,683.923,0.0,122.33519907,53775.7386952,117684.853852,16.9466,1.0,7299.24619643
844,52663.29958,844,-7070.39,91300.4682869,7065.02,69556.9092255,7065.02,7065.81890498,52663.29958,22450.8823188,140915.0,7065.81890498,684.351,0.0,122.714785363,52663.29958,117793.21952,16.9466,1.0,7337.63319834
845,99248.3292094,845,-7065.35,93539.305425,7060.14,69347.4462092,7060.14,7060.12198095,99248.3292094,21445.2609193,129084.0,7060.12198095,684.824,0.0,116.092000865,99248.3292094,117709.860341,16.9466,1.0,7393.928625
846,94209.709244,846,-7068.03,96181.279369,7062.12,69718.8857765,7062.12,7062.68363962,94209.709244,19685.4400778,95165.6,7062.68363962,685.175,0.0,109.709395161,94209.709244,117742.387877,16.9466,1.0,7618.29896246
847,92454.3515232,847,-7080.8,88766.3958232,7074.83,69272.1570153,7074.83,7075.0310494,92454.3515232,23266.9540009,94690.2,7075.0310494,685.677,0.0,106.886407947,92454.3515232,117831.315637,16.9466,1.0,7159.77200784
848,101935.355079,848,-7044.58,93379.2599151,7039.28,69263.1567774,7039.28,7039.59789241,101935.355079,21230.4092247,103581.0,7039.59789241,686.234,0.0,111.625555704,101935.355079,117270.202023,16.9466,1.0,7335.25896381
849,92008.1199105,849,-7082.73,93798.3304754,7077.29,69985.236888,7077.29,7077.4983715,92008.1199105,14835.7632174,72649.5,7077.4983715,686.801,0.0,105.878296896,92008.1199105,117447.439943,16.9466,1.0,7537.963512
850,68423.016703,850,-7090.12,93702.7398538,7084.51,69541.9617778,7084.51,7085.09043983,68423.016703,21247.1808434,90317.2,7085.09043983,687.142,0.0,110.210017946,68423.016703,117719.07572,16.9466,1.0,7460.42680665
851,52996.2134837,851,-7079.7,93774.6371609,7074.24,69650.6403072,7074.24,7074.49876903,52996.2134837,18344.8492281,101881.0,7074.49876903,687.764,0.0,113.090932141,52996.2134837,117551.689769,16.9466,1.0,7490.41319411
852,94584.1542093,852,-7085.83,84597.6089069,7080.13,69443.0563051,7080.13,7080.35701218,94584.1542093,15335.3003105,70314.0,7080.35701218,688.329,0.0,108.723392579,94584.1542093,117081.758063,16.9466,1.0,7150.03454593
853,62145.1890017,853,-7054.81,98650.2944611,7049.46,69711.4843069,7049.46,7050.04556682,62145.1890017,20270.0198998,88427.7,7050.04556682,688.801,0.0,110.055837406,62145.1890017,117851.313994,16.9466,1.0,7722.25147971
854,52144.8941406,854,-7067.27,91357.6624533,7061.96,69766.8488683,7061.96,7061.8528717,52144.8941406,16262.8254579,105310.0,7061.8528717,689.279,0.0,109.901856541,52144.8941406,117453.184526,16.9466,1.0,7397.81056026
855,36153.1529972,855,-7092.67,86523.4219062,7087.05,69361.0648125,7087.05,7087.46452768,36153.1529972,21456.1542892,99231.9,7087.46452768,689.856,0.0,110.437556128,36153.1529972,117843.068434,16.9466,1.0,7106.18952946
856,95181.6012038,856,-7078.55,86531.7262682,7072.68,69345.7093327,7072.68,7072.82731321,95181.6012038,21137.1495647,125020.0,7072.82731321,690.402,0.0,117.334573621,95181.6012038,117325.743356,16.9466,1.0,7099.41072778
857,51167.013604,857,-7091.2,96039.5070701,7084.98,69576.0812288,7084.98,7085.60677491,51167.013604,19783.2187205,109113.0,7085.60677491,690.94,0.0,114.319861686,51167.013604,117885.177462,16.9466,1.0,7563.77983325
858,51898.5792284,858,-7101.42,105475.028926,7095.33,69642.8305799,7095.33,7095.44084939,51898.5792284,15951.8109733,93712.8,7095.44084939,691.433,0.0,109.009881608,51898.5792284,117887.274558,16.9466,1.0,7970.39471917
859,82421.4128624,859,-7087.79,96042.0224271,7081.64,69318.81511,7081.64,7082.1110033,82421.4128624,19825.6329132,84191.3,7082.1110033,691.935,0.0,110.530966548,82421.4128624,117743.767578,16.9466,1.0,7552.87182199
860,54200.3165226,860,-7071.96,93598.5724567,7065.72,69455.683946,7065.72,7066.15873392,54200.3165226,18224.1426051,108344.0,7066.15873392,692.606,0.0,117.408794423,54200.3165226,117616.6979,16.9466,1.0,7458.95396395
861,86926.9950405,861,-7059.64,91574.8726498,7053.74,70227.4011237,7053.74,7053.87900513,86926.9950405,19384.3967947,117595.0,7053.87900513,693.051,0.0,118.070585267,86926.9950405,117760.532436,16.9466,1.0,7458.37874778
862,93440.1018268,862,-7052.54,93477.1346758,7046.08,69279.3715946,7046.08,7046.59903586,93440.1018268,21291.7488846,111963.0,7046.59903586,693.535,0.0,115.053966362,93440.1018268,117459.305638,16.9466,1.0,7368.6461668
863,70511.4367449,863,-7098.72,100705.625214,7092.16,69467.1318377,7092.16,7092.29354472,70511.4367449,21306.3982872,91903.8,7092.29354472,694.044,0.0,110.857372585,70511.4367449,117588.912696,16.9466,1.0,7722.01843342
864,76768.5532436,864,-7072.69,88945.4229092,7066.06,69499.2096266,7066.06,7066.56347584,76768.5532436,20680.5113785,93038.6,7066.56347584,694.497,0.0,114.333945722,76768.5532436,117695.722222,16.9466,1.0,7240.78151675
865,78295.8072937,865,-7090.2,86516.2390147,7083.33,69265.0576594,7083.33,7083.88621957,78295.8072937,15073.8029717,90670.7,7083.88621957,695.034,0.0,110.662444119,78295.8072937,117085.251005,16.9466,1.0,7146.04619888
866,53383.3726399,866,-7079.25,100743.373287,7072.61,69293.0696523,7072.61,7072.81063507,53383.3726399,21478.8769723,93769.7,7072.81063507,695.513,0.0,111.789929191,53383.3726399,117860.716637,16.9466,1.0,7726.55933718
867,54777.6795612,867,-7090.33,100793.348799,7083.95,69412.7951929,7083.95,7084.32538422,54777.6795612,18536.9523989,103806.0,7084.32538422,695.981,0.0,113.105091546,54777.6795612,117609.473079,16.9466,1.0,7770.88295883
868,106790.010621,868,-7091.36,105536.382333,7085.5,69341.2020784,7085.5,7085.81408914,106790.010621,16142.5852046,106169.0,7085.81408914,696.471,0.0,117.401538564,106790.010621,117774.157291,16.9466,1.0,7988.09627461
869,91072.3819541,869,-7123.99,91609.8887795,7117.56,69734.4758613,7117.56,7118.01223808,91072.3819541,22144.9036317,111264.0,7118.01223808,696.938,0.0,113.952688587,91072.3819541,117733.678987,16.9466,1.0,7439.30267004
870,69308.2838285,870,-7073.88,100902.254633,7067.16,69504.3386959,7067.16,7067.15402865,69308.2838285,21152.7037368,105138.0,7067.15402865,697.372,0.0,115.592552048,69308.2838285,117763.584393,16.9466,1.0,7797.38006598
871,73625.8469636,871,-7116.98,91568.3337371,7110.43,69244.0370315,7110.43,7111.16986288,73625.8469636,22337.8476448,128378.0,7111.16986288,697.81,0.0,118.625510689,73625.8469636,117716.967988,16.9466,1.0,7418.828651
872,84250.3351552,872,-7089.42,91221.4057222,7082.49,69341.1856141,7082.49,7082.72657188,84250.3351552,22457.105999,107360.0,7082.72395623,698.291,0.0,114.474018078,84250.3351552,117777.805716,16.9466,1.0,7301.62621387
873,85205.5434524,873,-7108.08,87576.74118,7101.6,55158.6539622,7101.6,7102.061696,85205.5434524,19803.1390946,107761.0,7102.061696,698.664,0.0,114.996942158,85205.5434524,117412.491204,16.9466,1.0,7213.40735959
874,66106.8696053,874,-7089.68,89115.5804349,7083.2,69405.2893284,7083.2,7083.62754426,66106.8696053,20559.1697031,97464.4,7083.59515871,699.249,0.0,113.217750572,66106.8696053,117580.750261,16.9466,1.0,7298.56596329
875,97180.1191643,875,-7109.26,91485.2432935,7102.65,69321.7199396,7102.65,7102.88072252,97180.1191643,19557.8809126,93318.5,7102.88072252,699.715,0.0,112.004860007,97180.1191643,117613.818983,16.9466,1.0,7393.78749779
876,89851.7893684,876,-7094.87,100735.456162,7088.08,69413.9116194,7088.08,7088.20222824,89851.7893684,18651.3847599,99227.2,7088.20222824,700.142,0.0,112.880036843,89851.7893684,117682.799065,16.9466,1.0,7747.24599652
877,93321.3122831,877,-7079.5,91261.9386126,7072.86,69420.6351342,7072.86,7073.29981322,93321.3122831,22267.4148518,113868.0,7073.29981322,700.68,0.0,119.993143356,93321.3122831,117718.272731,16.9466,1.0,7317.02113366
878,95363.5150245,878,-7107.76,91287.6384841,7101.2,69385.7401056,7101.2,7101.53478204,95363.5150245,19792.9449181,120384.0,7101.53478204,701.114,0.0,117.687742421,95363.5150245,117736.725378,16.9466,1.0,7349.13407233
879,58257.9639069,879,-7111.29,79267.3296638,7104.53,69267.8439363,7104.53,7105.25561906,58257.9639069,15925.1714812,92962.1,7105.25561906,701.616,0.0,112.516717955,58257.9639069,117635.952713,16.9466,1.0,6745.28201161
880,102388.598065,880,-7127.43,103131.129921,7120.97,69756.7960187,7120.97,7121.01338382,102388.598065,15820.003857,92725.8,7121.01338382,702.229,0.0,111.768242949,102388.598065,117626.8214,16.9466,1.0,7884.35654564
881,105260.048398,881,-7093.39,96106.2561004,7087.23,69641.4858721,7087.32,7087.51593021,105260.048398,19569.8991084,109856.0,7087.46306965,702.791,0.0,116.414066893,105260.048398,117464.728723,16.9466,1.0,7584.52396622
882,76985.0958433,882,-7120.45,93672.6036126,7113.64,69363.8378593,7113.64,7114.25603381,76985.0958433,18540.8167571,97896.8,7114.25603381,703.196,0.0,115.418338663,76985.0958433,117705.092483,16.9466,1.0,7463.16161603
883,103093.308483,883,-7118.6,103427.939732,7111.79,69973.9813728,7111.79,7111.99150634,103093.308483,18651.8318404,106305.0,7111.99150634,703.69,0.0,118.583665686,103093.308483,117965.754541,16.9466,1.0,7955.35312752
884,90679.1493023,884,-7135.19,96119.0424355,7128.08,69306.8577134,7128.08,7128.50422623,90679.1493023,19660.4247194,90716.1,7128.50422623,704.221,0.0,114.03157939,90679.1493023,117590.047192,16.9466,1.0,7559.81659763
885,84144.3334986,885,-7119.0,87720.0053294,7112.02,57973.1719028,7112.02,7112.21036746,84144.3334986,22038.026817,107017.0,7112.21036746,704.699,0.0,119.867767543,84144.3334986,117507.404074,16.9466,1.0,7140.85433835
886,76685.7982279,886,-7131.77,98546.7437151,7125.1,70719.2293072,7125.1,7125.50483397,76685.7982279,14101.411634,119300.0,7125.50483397,705.137,0.0,119.408060553,76685.7982279,117867.056141,16.9466,1.0,7751.4070979
887,64599.3939509,887,-7124.72,91384.0672763,7117.96,68864.5017912,7117.96,7118.58076493,64599.3939509,22603.8025353,112738.0,7118.58076493,705.574,0.0,117.035466849,64599.3939509,117872.041597,16.9466,1.0,7340.68318036
888,105885.956772,888,-7145.86,91167.4839856,7138.54,69393.8633776,7138.54,7138.96854798,105885.956772,19878.1569642,91589.0,7138.89843886,706.153,0.0,111.181279469,105885.956772,117497.661104,16.9466,1.0,7281.07777527
889,82748.5586644,889,-7136.94,86611.9332743,7129.32,69239.4007184,7129.32,7129.46669339,82748.5586644,15121.3601145,95383.2,7129.46669339,706.666,0.0,113.797091333,82748.5586644,117226.770951,16.9466,1.0,7175.66420907
890,79310.6730526,890,-7136.09,84455.9948694,7128.98,69888.3477356,7128.98,7129.18987551,79310.6730526,15515.1081529,115058.0,7129.15505977,707.135,0.0,115.264393171,79310.6730526,117425.481915,16.9466,1.0,7137.6784668
891,94941.9622614,891,-7168.72,96010.9959441,7161.79,69920.069206,7161.89,7162.69784063,94941.9622614,19615.7325728,118416.0,7162.56514069,707.711,0.0,119.146051862,94941.9622614,117564.017433,16.9466,1.0,7561.39535973
892,56197.4349776,892,-7142.68,93529.4936583,7135.9,69383.4911777,7135.9,7136.29438729,56197.4349776,21364.1736534,87165.7,7136.29438729,708.201,0.0,113.037411262,56197.4349776,117598.633769,16.9466,1.0,7396.72277199
893,99403.3675735,893,-7138.65,93751.463632,7131.74,69585.821242,7131.74,7131.86351839,99403.3675735,20844.559705,92920.3,7131.86351839,708.669,0.0,114.426152448,99403.3675735,117380.252609,16.9466,1.0,7467.59162603
894,57035.0376967,894,-7174.57,95908.9472372,7167.39,69325.0518948,7167.39,7167.46099291,57035.0376967,19690.7138524,100635.0,7167.46099291,709.223,0.0,112.182032036,57035.0376967,117573.474353,16.9466,1.0,7515.5479359
895,75532.2041388,895,-7150.19,93676.6601306,7142.92,69413.5127421,7142.92,7143.74732209,75532.2041388,21221.5461704,113208.0,7143.74732209,709.649,0.0,119.978401415,75532.2041388,117535.347004,16.9466,1.0,7439.77845043
896,52935.8481068,896,-7150.93,91345.1004792,7143.79,69561.6291435,7143.79,7144.03065802,52935.8481068,19656.8673709,109941.0,7144.03065802,710.212,0.0,121.478145678,52935.8481068,117671.012929,16.9466,1.0,7361.52581924
897,70413.8212658,897,-7161.17,74535.0901162,7154.0,65564.1302014,7154.0,7154.32847208,70413.8212658,9771.08783945,69416.3,7154.32847208,710.683,0.0,110.041478546,70413.8212658,93899.2563062,16.9466,1.0,6592.8505949
898,69914.0363883,898,-7148.85,96147.032637,7141.73,69244.480687,7141.73,7142.17268077,69914.0363883,22463.5020724,110121.0,7142.17268077,711.049,0.0,118.145026781,69914.0363883,117786.849914,16.9466,1.0,7560.47404286
899,69917.2162077,899,-7151.17,91381.9471741,7143.63,69292.7238264,7143.63,7143.99775456,69917.2162077,19826.0321123,108968.0,7143.99775456,711.581,0.0,118.393791551,69917.2162077,117883.588095,16.9466,1.0,7378.67285636
900,64502.0404831,900,-7170.95,91315.7217275,7163.51,69631.0042938,7163.51,7164.00383578,64502.0404831,19726.952865,115321.0,7164.00383578,711.951,0.0,120.398430421,64502.0404831,117738.150928,16.9466,1.0,7363.37944883
901,82102.2450138,901,-7176.47,91539.1897982,7169.13,69252.5399132,7169.13,7169.40732604,82102.2450138,19523.2399463,102435.0,7169.40732604,712.377,0.0,115.707826623,82102.2450138,117514.398901,16.9466,1.0,7417.87698839
902,30265.3655828,902,-7115.14,101004.628236,7107.84,71657.1790311,7107.84,7108.09984087,30265.3655828,14940.6647675,123136.0,7108.09984087,712.896,0.0,121.00935184,30265.3655828,117737.425306,16.9466,1.0,7861.86172046
903,51830.8217774,903,-7178.55,95971.7472102,7170.73,69313.1309429,7170.73,7170.91741254,51830.8217774,16575.4737138,106170.0,7170.91741254,713.318,0.0,116.671522674,51830.8217774,117435.151207,16.9466,1.0,7553.25936849
904,94970.1659653,904,-7171.96,89302.4612846,7164.61,69975.9552574,7164.61,7164.86005214,94970.1659653,17460.9989423,76660.1,7164.86005214,713.716,0.0,111.847051717,94970.1659653,117486.005921,16.9466,1.0,7385.02577907
905,57897.3865011,905,-7151.4,93780.488341,7144.55,69658.4863874,7144.55,7145.11257548,57897.3865011,18276.5141855,103963.0,7145.11257548,714.19,0.0,119.51334206,57897.3865011,117731.41091,16.9466,1.0,7510.52353503
